2023-12-07 09:13:47 : begin
2023-12-07 09:13:48 : DUT1 is LOOP CCPB_2ge-A ,slot#16
2023-12-07 09:13:49 : DUT2 is LOOP CCPB_2ge-A ,slot#16
2023-12-07 09:13:51 : DUT:1 ctrl : sw:"V23.11.01 (0010)" serial:203 hw: "Ver.C, FPGA1:V16(7), FPGA2:V14(10), CPLD:V3(2) "
2023-12-07 09:13:51 : DUT:1 ctrl2: sw:"N/A" serial:0 hw: "N/A"
2023-12-07 09:13:59 : DUT:1 slot: 7  QT1        ver:"V3.10.01 (0012)"
2023-12-07 09:14:03 : DUT:1 slot: 4  QE1        ver:"V3.10.01 (0012)"
2023-12-07 09:14:04 : DUT:1 slot: 3  QE1        ver:"V3.10.01 (0012)"
2023-12-07 09:14:09 : DUT:1 slot: c  FT1        ver:" (mismatch)(card type)"
2023-12-07 09:14:14 : DUT:2 ctrl : sw:"V23.11.01 (0010)" serial:478 hw: "Ver.C, FPGA1:V16(7), FPGA2:V14(10), CPLD:V3(2) "
2023-12-07 09:14:14 : DUT:2 ctrl2: sw:"V23.11.01 (0010)" serial:476 hw: "Ver.C"
2023-12-07 09:14:21 : DUT:2 slot: 7  QT1        ver:"V3.10.01 (0012)"
2023-12-07 09:14:24 : DUT:2 slot: 4  QE1        ver:"V3.10.01 (0012)"
2023-12-07 09:14:26 : DUT:2 slot: 3  QE1        ver:"V3.10.01 (0012)"
2023-12-07 09:14:32 : DUT:2 slot: b  FE1        ver:"V4.03.04 (0010), HW: G, FPGA: 09"
2023-12-07 09:19:37 : DUT 1 CurrCLK:Internal   ClkRecover:manul	slot Slot3	port Port4
2023-12-07 09:19:49 : DUT 2 CurrCLK:Internal   ClkRecover:manul	slot Slot3	port Port4
2023-12-07 09:22:35 : DUT 1 (AM3440_CCPA_Get_dpllStabdbyStatus_log)  InputStatus:Ooflos LockStatus:Unlock CalStatus:Normal InputSticky:Oof LockSticky:Lock CalSticky:Normal
2023-12-07 10:08:06 :     TSI DATA TS:5 set outData=10 get inData=FF --fail
2023-12-07 10:08:11 :     TSI DATA TS:6 set outData=10 get inData=FF --fail
2023-12-07 10:08:16 :     TSI DATA TS:7 set outData=10 get inData=FF --fail
2023-12-07 10:08:22 :     TSI DATA TS:8 set outData=10 get inData=FF --fail
2023-12-07 10:08:27 :     TSI DATA TS:9 set outData=10 get inData=FF --fail
2023-12-07 10:08:32 :     TSI DATA TS:10 set outData=10 get inData=FF --fail
2023-12-07 10:08:37 :     TSI DATA TS:11 set outData=10 get inData=FF --fail
2023-12-07 10:08:43 :     TSI DATA TS:12 set outData=10 get inData=FF --fail
2023-12-07 10:08:48 :     TSI DATA TS:13 set outData=10 get inData=FF --fail
2023-12-07 10:08:53 :     TSI DATA TS:14 set outData=10 get inData=FF --fail
2023-12-07 10:08:58 :     TSI DATA TS:15 set outData=10 get inData=FF --fail
2023-12-07 10:09:04 :     TSI DATA TS:17 set outData=10 get inData=FF --fail
2023-12-07 10:09:09 :     TSI DATA TS:18 set outData=10 get inData=FF --fail
2023-12-07 10:09:14 :     TSI DATA TS:19 set outData=10 get inData=FF --fail
2023-12-07 10:09:19 :     TSI DATA TS:20 set outData=10 get inData=FF --fail
2023-12-07 10:09:25 :     TSI DATA TS:21 set outData=10 get inData=FF --fail
2023-12-07 10:09:30 :     TSI DATA TS:22 set outData=10 get inData=FF --fail
2023-12-07 10:09:35 :     TSI DATA TS:23 set outData=10 get inData=FF --fail
2023-12-07 10:09:41 :     TSI DATA TS:24 set outData=10 get inData=FF --fail
2023-12-07 10:09:46 :     TSI DATA TS:25 set outData=10 get inData=FF --fail
2023-12-07 10:09:51 :     TSI DATA TS:26 set outData=10 get inData=FF --fail
2023-12-07 10:09:56 :     TSI DATA TS:27 set outData=10 get inData=FF --fail
2023-12-07 10:10:02 :     TSI DATA TS:28 set outData=10 get inData=FF --fail
2023-12-07 10:10:07 :     TSI DATA TS:29 set outData=10 get inData=FF --fail
2023-12-07 10:10:12 :     TSI DATA TS:30 set outData=10 get inData=FF --fail
2023-12-07 10:10:18 :     TSI DATA TS:31 set outData=10 get inData=FF --fail
2023-12-07 10:10:18 : Check card tsi signalling
2023-12-07 10:10:18 : --Round:1--
2023-12-07 10:10:48 :     TSI CAS TS:1 set outCAS=0C get inCAS=1D --fail
2023-12-07 10:10:53 :     TSI CAS TS:2 set outCAS=0C get inCAS=BD --fail
2023-12-07 10:10:59 :     TSI CAS TS:3 set outCAS=0C get inCAS=8D --fail
2023-12-07 10:11:05 :     TSI CAS TS:4 set outCAS=0C get inCAS=9D --fail
2023-12-07 10:11:11 :     TSI CAS TS:5 set outCAS=0C get inCAS=8D --fail
2023-12-07 10:11:17 :     TSI CAS TS:6 set outCAS=0C get inCAS=8D --fail
2023-12-07 10:11:22 :     TSI CAS TS:7 set outCAS=0C get inCAS=8D --fail
2023-12-07 10:11:28 :     TSI CAS TS:8 set outCAS=0C get inCAS=DD --fail
2023-12-07 10:11:34 :     TSI CAS TS:9 set outCAS=0C get inCAS=8D --fail
2023-12-07 10:11:40 :     TSI CAS TS:10 set outCAS=0C get inCAS=AD --fail
2023-12-07 10:11:46 :     TSI CAS TS:11 set outCAS=0C get inCAS=2D --fail
2023-12-07 10:11:52 :     TSI CAS TS:12 set outCAS=0C get inCAS=9D --fail
2023-12-07 10:11:57 :     TSI CAS TS:13 set outCAS=0C get inCAS=ED --fail
2023-12-07 10:12:03 :     TSI CAS TS:14 set outCAS=0C get inCAS=0D --fail
2023-12-07 10:12:09 :     TSI CAS TS:15 set outCAS=0C get inCAS=0D --fail
2023-12-07 10:12:15 :     TSI CAS TS:17 set outCAS=0C get inCAS=7D --fail
2023-12-07 10:12:20 :     TSI CAS TS:18 set outCAS=0C get inCAS=8D --fail
2023-12-07 10:12:26 :     TSI CAS TS:19 set outCAS=0C get inCAS=1D --fail
2023-12-07 10:12:32 :     TSI CAS TS:20 set outCAS=0C get inCAS=4D --fail
2023-12-07 10:12:38 :     TSI CAS TS:21 set outCAS=0C get inCAS=0D --fail
2023-12-07 10:12:44 :     TSI CAS TS:22 set outCAS=0C get inCAS=0D --fail
2023-12-07 10:12:50 :     TSI CAS TS:23 set outCAS=0C get inCAS=0D --fail
2023-12-07 10:12:55 :     TSI CAS TS:24 set outCAS=0C get inCAS=9D --fail
2023-12-07 10:13:01 :     TSI CAS TS:25 set outCAS=0C get inCAS=9D --fail
2023-12-07 10:13:07 :     TSI CAS TS:26 set outCAS=0C get inCAS=0D --fail
2023-12-07 10:13:13 :     TSI CAS TS:27 set outCAS=0C get inCAS=1D --fail
2023-12-07 10:13:19 :     TSI CAS TS:28 set outCAS=0C get inCAS=2D --fail
2023-12-07 10:13:24 :     TSI CAS TS:29 set outCAS=0C get inCAS=4D --fail
2023-12-07 10:13:30 :     TSI CAS TS:30 set outCAS=0C get inCAS=DD --fail
2023-12-07 10:13:36 :     TSI CAS TS:31 set outCAS=0C get inCAS=4D --fail
2023-12-07 10:13:51 : Check cross connect tsi data
2023-12-07 10:13:51 : --Round:1--
2023-12-07 10:14:21 :     TSI DATA TS:0 set outData=20 get inData=FF --fail
2023-12-07 10:14:26 :     TSI DATA TS:1 set outData=20 get inData=FF --fail
2023-12-07 10:14:31 :     TSI DATA TS:2 set outData=20 get inData=FF --fail
2023-12-07 10:14:37 :     TSI DATA TS:3 set outData=20 get inData=FF --fail
2023-12-07 10:14:42 :     TSI DATA TS:4 set outData=20 get inData=FF --fail
2023-12-07 10:14:47 :     TSI DATA TS:5 set outData=20 get inData=FF --fail
2023-12-07 10:14:53 :     TSI DATA TS:6 set outData=20 get inData=FF --fail
2023-12-07 10:14:58 :     TSI DATA TS:7 set outData=20 get inData=FF --fail
2023-12-07 10:15:03 :     TSI DATA TS:8 set outData=20 get inData=FF --fail
2023-12-07 10:15:09 :     TSI DATA TS:9 set outData=20 get inData=FF --fail
2023-12-07 10:15:14 :     TSI DATA TS:10 set outData=20 get inData=FF --fail
2023-12-07 10:15:19 :     TSI DATA TS:11 set outData=20 get inData=FF --fail
2023-12-07 10:15:24 :     TSI DATA TS:12 set outData=20 get inData=FF --fail
2023-12-07 10:15:30 :     TSI DATA TS:13 set outData=20 get inData=FF --fail
2023-12-07 10:15:35 :     TSI DATA TS:14 set outData=20 get inData=FF --fail
2023-12-07 10:15:40 :     TSI DATA TS:15 set outData=20 get inData=FF --fail
2023-12-07 10:15:46 :     TSI DATA TS:17 set outData=20 get inData=FF --fail
2023-12-07 10:15:51 :     TSI DATA TS:18 set outData=20 get inData=FF --fail
2023-12-07 10:15:56 :     TSI DATA TS:19 set outData=20 get inData=FF --fail
2023-12-07 10:16:02 :     TSI DATA TS:20 set outData=20 get inData=FF --fail
2023-12-07 10:16:07 :     TSI DATA TS:21 set outData=20 get inData=FF --fail
2023-12-07 10:16:12 :     TSI DATA TS:22 set outData=20 get inData=FF --fail
2023-12-07 10:16:17 :     TSI DATA TS:23 set outData=20 get inData=FF --fail
2023-12-07 10:16:23 :     TSI DATA TS:24 set outData=20 get inData=FF --fail
2023-12-07 10:16:28 :     TSI DATA TS:25 set outData=20 get inData=FF --fail
2023-12-07 10:16:33 :     TSI DATA TS:26 set outData=20 get inData=FF --fail
2023-12-07 10:16:39 :     TSI DATA TS:27 set outData=20 get inData=FF --fail
2023-12-07 10:16:44 :     TSI DATA TS:28 set outData=20 get inData=FF --fail
2023-12-07 10:16:49 :     TSI DATA TS:29 set outData=20 get inData=FF --fail
2023-12-07 10:16:49 : Check cross connect tsi signalling
2023-12-07 10:16:49 : --Round:1--
2023-12-07 10:17:18 :     TSI CAS TS:0 set outCAS=0E get inCAS=DD --fail
2023-12-07 10:17:24 :     TSI CAS TS:1 set outCAS=0E get inCAS=DD --fail
2023-12-07 10:17:30 :     TSI CAS TS:2 set outCAS=0E get inCAS=DD --fail
2023-12-07 10:17:36 :     TSI CAS TS:3 set outCAS=0E get inCAS=DD --fail
2023-12-07 10:17:42 :     TSI CAS TS:4 set outCAS=0E get inCAS=DD --fail
2023-12-07 10:17:48 :     TSI CAS TS:5 set outCAS=0E get inCAS=DD --fail
2023-12-07 10:17:54 :     TSI CAS TS:6 set outCAS=0E get inCAS=DD --fail
2023-12-07 10:17:59 :     TSI CAS TS:7 set outCAS=0E get inCAS=DD --fail
2023-12-07 10:18:05 :     TSI CAS TS:8 set outCAS=0E get inCAS=DD --fail
2023-12-07 10:18:11 :     TSI CAS TS:9 set outCAS=0E get inCAS=DD --fail
2023-12-07 10:18:17 :     TSI CAS TS:10 set outCAS=0E get inCAS=DD --fail
2023-12-07 10:18:23 :     TSI CAS TS:11 set outCAS=0E get inCAS=DD --fail
2023-12-07 10:18:29 :     TSI CAS TS:12 set outCAS=0E get inCAS=DD --fail
2023-12-07 10:18:35 :     TSI CAS TS:13 set outCAS=0E get inCAS=DD --fail
2023-12-07 10:18:40 :     TSI CAS TS:14 set outCAS=0E get inCAS=DD --fail
2023-12-07 10:18:46 :     TSI CAS TS:16 set outCAS=0E get inCAS=DD --fail
2023-12-07 10:18:52 :     TSI CAS TS:17 set outCAS=0E get inCAS=DD --fail
2023-12-07 10:18:58 :     TSI CAS TS:18 set outCAS=0E get inCAS=DD --fail
2023-12-07 10:19:04 :     TSI CAS TS:19 set outCAS=0E get inCAS=DD --fail
2023-12-07 10:19:10 :     TSI CAS TS:20 set outCAS=0E get inCAS=DD --fail
2023-12-07 10:19:15 :     TSI CAS TS:21 set outCAS=0E get inCAS=DD --fail
2023-12-07 10:19:21 :     TSI CAS TS:22 set outCAS=0E get inCAS=DD --fail
2023-12-07 10:19:27 :     TSI CAS TS:23 set outCAS=0E get inCAS=DD --fail
2023-12-07 10:19:33 :     TSI CAS TS:24 set outCAS=0E get inCAS=DD --fail
2023-12-07 10:19:39 :     TSI CAS TS:25 set outCAS=0E get inCAS=DD --fail
2023-12-07 10:19:44 :     TSI CAS TS:26 set outCAS=0E get inCAS=DD --fail
2023-12-07 10:19:50 :     TSI CAS TS:27 set outCAS=0E get inCAS=DD --fail
2023-12-07 10:19:56 :     TSI CAS TS:28 set outCAS=0E get inCAS=DD --fail
2023-12-07 10:20:02 :     TSI CAS TS:29 set outCAS=0E get inCAS=DD --fail
2023-12-07 10:20:12 : Current test card:FE1 cfg:E1CAS
2023-12-07 10:20:19 : Check card tsi data
2023-12-07 10:20:19 : --Round:1--
2023-12-07 10:20:49 :     TSI DATA TS:1 set outData=30 get inData=7B --fail
2023-12-07 10:20:54 :     TSI DATA TS:2 set outData=30 get inData=FF --fail
2023-12-07 10:20:59 :     TSI DATA TS:3 set outData=30 get inData=FF --fail
2023-12-07 10:21:05 :     TSI DATA TS:4 set outData=30 get inData=ED --fail
2023-12-07 10:21:10 :     TSI DATA TS:5 set outData=30 get inData=DB --fail
2023-12-07 10:21:15 :     TSI DATA TS:6 set outData=30 get inData=FF --fail
2023-12-07 10:21:20 :     TSI DATA TS:7 set outData=30 get inData=FF --fail
2023-12-07 10:21:25 :     TSI DATA TS:8 set outData=30 get inData=FF --fail
2023-12-07 10:21:31 :     TSI DATA TS:9 set outData=30 get inData=FF --fail
2023-12-07 10:21:36 :     TSI DATA TS:10 set outData=30 get inData=FF --fail
2023-12-07 10:21:41 :     TSI DATA TS:11 set outData=30 get inData=FF --fail
2023-12-07 10:21:47 :     TSI DATA TS:12 set outData=30 get inData=FF --fail
2023-12-07 10:21:52 :     TSI DATA TS:13 set outData=30 get inData=ED --fail
2023-12-07 10:21:57 :     TSI DATA TS:14 set outData=30 get inData=F7 --fail
2023-12-07 10:22:03 :     TSI DATA TS:15 set outData=30 get inData=FF --fail
2023-12-07 10:22:08 :     TSI DATA TS:17 set outData=30 get inData=FF --fail
2023-12-07 10:22:13 :     TSI DATA TS:18 set outData=30 get inData=FF --fail
2023-12-07 10:22:18 :     TSI DATA TS:19 set outData=30 get inData=F6 --fail
2023-12-07 10:22:24 :     TSI DATA TS:20 set outData=30 get inData=FF --fail
2023-12-07 10:22:29 :     TSI DATA TS:21 set outData=30 get inData=FF --fail
2023-12-07 10:22:34 :     TSI DATA TS:22 set outData=30 get inData=FF --fail
2023-12-07 10:22:40 :     TSI DATA TS:23 set outData=30 get inData=FF --fail
2023-12-07 10:22:45 :     TSI DATA TS:24 set outData=30 get inData=FF --fail
2023-12-07 10:22:51 :     TSI DATA TS:25 set outData=30 get inData=FF --fail
2023-12-07 10:22:56 :     TSI DATA TS:26 set outData=30 get inData=FF --fail
2023-12-07 10:23:01 :     TSI DATA TS:27 set outData=30 get inData=ED --fail
2023-12-07 10:23:07 :     TSI DATA TS:28 set outData=30 get inData=BD --fail
2023-12-07 10:23:12 :     TSI DATA TS:29 set outData=30 get inData=FF --fail
2023-12-07 10:23:17 :     TSI DATA TS:30 set outData=30 get inData=FF --fail
2023-12-07 10:23:22 :     TSI DATA TS:31 set outData=30 get inData=FB --fail
2023-12-07 10:23:22 : Check card tsi signalling
2023-12-07 10:23:22 : --Round:1--
2023-12-07 10:23:52 :     TSI CAS TS:1 set outCAS=0C get inCAS=BB --fail
2023-12-07 10:23:58 :     TSI CAS TS:2 set outCAS=0C get inCAS=DD --fail
2023-12-07 10:24:04 :     TSI CAS TS:3 set outCAS=0C get inCAS=DD --fail
2023-12-07 10:24:10 :     TSI CAS TS:4 set outCAS=0C get inCAS=DD --fail
2023-12-07 10:24:15 :     TSI CAS TS:5 set outCAS=0C get inCAS=DD --fail
2023-12-07 10:24:21 :     TSI CAS TS:6 set outCAS=0C get inCAS=DD --fail
2023-12-07 10:24:27 :     TSI CAS TS:7 set outCAS=0C get inCAS=DD --fail
2023-12-07 10:24:33 :     TSI CAS TS:8 set outCAS=0C get inCAS=DD --fail
2023-12-07 10:24:39 :     TSI CAS TS:9 set outCAS=0C get inCAS=DD --fail
2023-12-07 10:24:45 :     TSI CAS TS:10 set outCAS=0C get inCAS=DD --fail
2023-12-07 10:24:50 :     TSI CAS TS:11 set outCAS=0C get inCAS=DD --fail
2023-12-07 10:24:56 :     TSI CAS TS:12 set outCAS=0C get inCAS=DD --fail
2023-12-07 10:25:02 :     TSI CAS TS:13 set outCAS=0C get inCAS=DD --fail
2023-12-07 10:25:08 :     TSI CAS TS:14 set outCAS=0C get inCAS=FF --fail
2023-12-07 10:25:14 :     TSI CAS TS:15 set outCAS=0C get inCAS=DD --fail
2023-12-07 10:25:19 :     TSI CAS TS:17 set outCAS=0C get inCAS=DD --fail
2023-12-07 10:25:25 :     TSI CAS TS:18 set outCAS=0C get inCAS=DD --fail
2023-12-07 10:25:31 :     TSI CAS TS:19 set outCAS=0C get inCAS=66 --fail
2023-12-07 10:25:37 :     TSI CAS TS:20 set outCAS=0C get inCAS=DD --fail
2023-12-07 10:25:43 :     TSI CAS TS:21 set outCAS=0C get inCAS=DD --fail
2023-12-07 10:25:49 :     TSI CAS TS:22 set outCAS=0C get inCAS=DD --fail
2023-12-07 10:25:54 :     TSI CAS TS:23 set outCAS=0C get inCAS=DD --fail
2023-12-07 10:26:00 :     TSI CAS TS:24 set outCAS=0C get inCAS=DD --fail
2023-12-07 10:26:06 :     TSI CAS TS:25 set outCAS=0C get inCAS=DD --fail
2023-12-07 10:26:12 :     TSI CAS TS:26 set outCAS=0C get inCAS=BB --fail
2023-12-07 10:26:18 :     TSI CAS TS:27 set outCAS=0C get inCAS=DD --fail
2023-12-07 10:26:24 :     TSI CAS TS:28 set outCAS=0C get inCAS=DD --fail
2023-12-07 10:26:30 :     TSI CAS TS:29 set outCAS=0C get inCAS=DD --fail
2023-12-07 10:26:35 :     TSI CAS TS:30 set outCAS=0C get inCAS=BB --fail
2023-12-07 10:26:41 :     TSI CAS TS:31 set outCAS=0C get inCAS=DD --fail
2023-12-07 10:26:56 : Check cross connect tsi data
2023-12-07 10:26:56 : --Round:1--
2023-12-07 10:27:25 :     TSI DATA TS:0 set outData=AA get inData=FF --fail
2023-12-07 10:27:30 :     TSI DATA TS:1 set outData=AA get inData=FF --fail
2023-12-07 10:27:36 :     TSI DATA TS:2 set outData=AA get inData=FF --fail
2023-12-07 10:27:41 :     TSI DATA TS:3 set outData=AA get inData=FF --fail
2023-12-07 10:27:46 :     TSI DATA TS:4 set outData=AA get inData=FF --fail
2023-12-07 10:27:51 :     TSI DATA TS:5 set outData=AA get inData=FF --fail
2023-12-07 10:27:57 :     TSI DATA TS:6 set outData=AA get inData=FF --fail
2023-12-07 10:28:02 :     TSI DATA TS:7 set outData=AA get inData=FF --fail
2023-12-07 10:28:07 :     TSI DATA TS:8 set outData=AA get inData=FF --fail
2023-12-07 10:28:13 :     TSI DATA TS:9 set outData=AA get inData=FF --fail
2023-12-07 10:28:18 :     TSI DATA TS:10 set outData=AA get inData=FF --fail
2023-12-07 10:28:24 :     TSI DATA TS:11 set outData=AA get inData=FF --fail
2023-12-07 10:28:29 :     TSI DATA TS:12 set outData=AA get inData=FF --fail
2023-12-07 10:28:34 :     TSI DATA TS:13 set outData=AA get inData=FF --fail
2023-12-07 10:28:40 :     TSI DATA TS:14 set outData=AA get inData=FF --fail
2023-12-07 10:28:45 :     TSI DATA TS:15 set outData=AA get inData=FF --fail
2023-12-07 10:28:50 :     TSI DATA TS:17 set outData=AA get inData=FF --fail
2023-12-07 10:28:56 :     TSI DATA TS:18 set outData=AA get inData=FF --fail
2023-12-07 10:29:01 :     TSI DATA TS:19 set outData=AA get inData=FF --fail
2023-12-07 10:29:06 :     TSI DATA TS:20 set outData=AA get inData=FF --fail
2023-12-07 10:29:12 :     TSI DATA TS:21 set outData=AA get inData=FF --fail
2023-12-07 10:29:17 :     TSI DATA TS:22 set outData=AA get inData=FF --fail
2023-12-07 10:29:22 :     TSI DATA TS:23 set outData=AA get inData=FF --fail
2023-12-07 10:29:28 :     TSI DATA TS:24 set outData=AA get inData=FF --fail
2023-12-07 10:29:33 :     TSI DATA TS:25 set outData=AA get inData=FF --fail
2023-12-07 10:29:38 :     TSI DATA TS:26 set outData=AA get inData=FF --fail
2023-12-07 10:29:44 :     TSI DATA TS:27 set outData=AA get inData=FF --fail
2023-12-07 10:29:49 :     TSI DATA TS:28 set outData=AA get inData=FF --fail
2023-12-07 10:29:54 :     TSI DATA TS:29 set outData=AA get inData=FF --fail
2023-12-07 10:29:54 : Check cross connect tsi signalling
2023-12-07 10:29:54 : --Round:1--
2023-12-07 10:30:23 :     TSI CAS TS:0 set outCAS=0A get inCAS=DD --fail
2023-12-07 10:30:29 :     TSI CAS TS:1 set outCAS=0A get inCAS=DD --fail
2023-12-07 10:30:35 :     TSI CAS TS:2 set outCAS=0A get inCAS=DD --fail
2023-12-07 10:30:41 :     TSI CAS TS:3 set outCAS=0A get inCAS=DD --fail
2023-12-07 10:30:47 :     TSI CAS TS:4 set outCAS=0A get inCAS=DD --fail
2023-12-07 10:30:52 :     TSI CAS TS:5 set outCAS=0A get inCAS=DD --fail
2023-12-07 10:30:58 :     TSI CAS TS:6 set outCAS=0A get inCAS=DD --fail
2023-12-07 10:31:04 :     TSI CAS TS:7 set outCAS=0A get inCAS=DD --fail
2023-12-07 10:31:10 :     TSI CAS TS:8 set outCAS=0A get inCAS=DD --fail
2023-12-07 10:31:15 :     TSI CAS TS:9 set outCAS=0A get inCAS=DD --fail
2023-12-07 10:31:21 :     TSI CAS TS:10 set outCAS=0A get inCAS=DD --fail
2023-12-07 10:31:27 :     TSI CAS TS:11 set outCAS=0A get inCAS=DD --fail
2023-12-07 10:31:33 :     TSI CAS TS:12 set outCAS=0A get inCAS=DD --fail
2023-12-07 10:31:39 :     TSI CAS TS:13 set outCAS=0A get inCAS=DD --fail
2023-12-07 10:31:45 :     TSI CAS TS:14 set outCAS=0A get inCAS=DD --fail
2023-12-07 10:31:51 :     TSI CAS TS:16 set outCAS=0A get inCAS=DD --fail
2023-12-07 10:31:57 :     TSI CAS TS:17 set outCAS=0A get inCAS=DD --fail
2023-12-07 10:32:02 :     TSI CAS TS:18 set outCAS=0A get inCAS=DD --fail
2023-12-07 10:32:08 :     TSI CAS TS:19 set outCAS=0A get inCAS=DD --fail
2023-12-07 10:32:14 :     TSI CAS TS:20 set outCAS=0A get inCAS=DD --fail
2023-12-07 10:32:20 :     TSI CAS TS:21 set outCAS=0A get inCAS=DD --fail
2023-12-07 10:32:26 :     TSI CAS TS:22 set outCAS=0A get inCAS=DD --fail
2023-12-07 10:32:32 :     TSI CAS TS:23 set outCAS=0A get inCAS=DD --fail
2023-12-07 10:32:38 :     TSI CAS TS:24 set outCAS=0A get inCAS=DD --fail
2023-12-07 10:32:43 :     TSI CAS TS:25 set outCAS=0A get inCAS=DD --fail
2023-12-07 10:32:49 :     TSI CAS TS:26 set outCAS=0A get inCAS=DD --fail
2023-12-07 10:32:55 :     TSI CAS TS:27 set outCAS=0A get inCAS=DD --fail
2023-12-07 10:33:01 :     TSI CAS TS:28 set outCAS=0A get inCAS=DD --fail
2023-12-07 10:33:07 :     TSI CAS TS:29 set outCAS=0A get inCAS=DD --fail
2023-12-07 10:33:15 : tsi_in_out TEST End
2023-12-07 10:33:15 : E1/T1 au_law TEST Begin
2023-12-07 10:33:15 : 	au-law convert test [QE1/QT1]
2023-12-07 10:33:46 :     TSI u-law to a-law (T1 to E1) get pass. TS:1 set:00, get:2A
2023-12-07 10:33:47 :     TSI u-law to a-law (T1 to E1) get pass. TS:2 set:01, get:2B
2023-12-07 10:33:49 :     TSI u-law to a-law (T1 to E1) get pass. TS:3 set:02, get:28
2023-12-07 10:33:50 :     TSI u-law to a-law (T1 to E1) get pass. TS:4 set:03, get:29
2023-12-07 10:33:52 :     TSI u-law to a-law (T1 to E1) get pass. TS:5 set:04, get:2E
2023-12-07 10:33:53 :     TSI u-law to a-law (T1 to E1) get pass. TS:6 set:05, get:2F
2023-12-07 10:33:55 :     TSI u-law to a-law (T1 to E1) get pass. TS:7 set:06, get:2C
2023-12-07 10:33:56 :     TSI u-law to a-law (T1 to E1) get pass. TS:8 set:07, get:2D
2023-12-07 10:33:58 :     TSI u-law to a-law (T1 to E1) get pass. TS:9 set:08, get:22
2023-12-07 10:33:59 :     TSI u-law to a-law (T1 to E1) get pass. TS:10 set:09, get:23
2023-12-07 10:34:01 :     TSI u-law to a-law (T1 to E1) get pass. TS:11 set:0A, get:20
2023-12-07 10:34:02 :     TSI u-law to a-law (T1 to E1) get pass. TS:12 set:0B, get:21
2023-12-07 10:34:04 :     TSI u-law to a-law (T1 to E1) get pass. TS:13 set:0C, get:26
2023-12-07 10:34:05 :     TSI u-law to a-law (T1 to E1) get pass. TS:14 set:0D, get:27
2023-12-07 10:34:07 :     TSI u-law to a-law (T1 to E1) get pass. TS:15 set:0E, get:24
2023-12-07 10:34:08 :     TSI u-law to a-law (T1 to E1) get pass. TS:16 set:0F, get:25
2023-12-07 10:34:10 :     TSI u-law to a-law (T1 to E1) get pass. TS:17 set:10, get:3A
2023-12-07 10:34:11 :     TSI u-law to a-law (T1 to E1) get pass. TS:18 set:11, get:3B
2023-12-07 10:34:13 :     TSI u-law to a-law (T1 to E1) get pass. TS:19 set:12, get:38
2023-12-07 10:34:14 :     TSI u-law to a-law (T1 to E1) get pass. TS:20 set:13, get:39
2023-12-07 10:34:16 :     TSI u-law to a-law (T1 to E1) get pass. TS:21 set:14, get:3E
2023-12-07 10:34:17 :     TSI u-law to a-law (T1 to E1) get pass. TS:22 set:15, get:3F
2023-12-07 10:34:19 :     TSI u-law to a-law (T1 to E1) get pass. TS:23 set:16, get:3C
2023-12-07 10:34:20 :     TSI u-law to a-law (T1 to E1) get pass. TS:24 set:17, get:3D
2023-12-07 10:34:41 :     TSI u-law to a-law (T1 to E1) get pass. TS:1 set:18, get:32
2023-12-07 10:34:42 :     TSI u-law to a-law (T1 to E1) get pass. TS:2 set:19, get:33
2023-12-07 10:34:44 :     TSI u-law to a-law (T1 to E1) get pass. TS:3 set:1A, get:30
2023-12-07 10:34:45 :     TSI u-law to a-law (T1 to E1) get pass. TS:4 set:1B, get:31
2023-12-07 10:34:47 :     TSI u-law to a-law (T1 to E1) get pass. TS:5 set:1C, get:36
2023-12-07 10:34:48 :     TSI u-law to a-law (T1 to E1) get pass. TS:6 set:1D, get:37
2023-12-07 10:34:50 :     TSI u-law to a-law (T1 to E1) get pass. TS:7 set:1E, get:34
2023-12-07 10:34:51 :     TSI u-law to a-law (T1 to E1) get pass. TS:8 set:1F, get:35
2023-12-07 10:34:53 :     TSI u-law to a-law (T1 to E1) get pass. TS:9 set:20, get:0A
2023-12-07 10:34:54 :     TSI u-law to a-law (T1 to E1) get pass. TS:10 set:21, get:0B
2023-12-07 10:34:56 :     TSI u-law to a-law (T1 to E1) get pass. TS:11 set:22, get:08
2023-12-07 10:34:57 :     TSI u-law to a-law (T1 to E1) get pass. TS:12 set:23, get:09
2023-12-07 10:34:59 :     TSI u-law to a-law (T1 to E1) get pass. TS:13 set:24, get:0E
2023-12-07 10:35:00 :     TSI u-law to a-law (T1 to E1) get pass. TS:14 set:25, get:0F
2023-12-07 10:35:02 :     TSI u-law to a-law (T1 to E1) get pass. TS:15 set:26, get:0C
2023-12-07 10:35:03 :     TSI u-law to a-law (T1 to E1) get pass. TS:16 set:27, get:0D
2023-12-07 10:35:05 :     TSI u-law to a-law (T1 to E1) get pass. TS:17 set:28, get:02
2023-12-07 10:35:06 :     TSI u-law to a-law (T1 to E1) get pass. TS:18 set:29, get:03
2023-12-07 10:35:08 :     TSI u-law to a-law (T1 to E1) get pass. TS:19 set:2A, get:00
2023-12-07 10:35:09 :     TSI u-law to a-law (T1 to E1) get pass. TS:20 set:2B, get:01
2023-12-07 10:35:11 :     TSI u-law to a-law (T1 to E1) get pass. TS:21 set:2C, get:06
2023-12-07 10:35:12 :     TSI u-law to a-law (T1 to E1) get pass. TS:22 set:2D, get:07
